,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
51350,Facebook,Mexico,Central America,Central America,30-34,32.0,Male,Developer; Hacker,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51415,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Engineer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,2.81,Android; AngularJS; C++; C#; Java; JavaScript; PHP; Python; Ruby; SQL; SQL Server; Swift,iOS; Objective-C; Swift,Yes,6.0,I'm a student,,,,,,,,Notepad++; Sublime; Android Studio; Eclipse; IntelliJ; NetBeans; Visual Studio,Once a day,20+ hours per week,Dogs,Windows 7,I don't know,I don't have an account,Multiple times a day,I'm curious,B.S. in Computer Science (or related field),I am actively looking for a new job,Company culture; Building something that's significant; Building something that's innovative,Writing my CV and keeping it updated,70%,Offer remote interviews (e.g. via video conference); Introduce me to the team; Show me the space in which I will work,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree completely,Disagree completely,Neutral,Neutral,Neutral,Agree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Inefficient development processes; Unrealistic expectations; Interacting with non-technical people; Limited resources,To get help for my job
51499,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,2.81,Android; AngularJS; C#; Java; JavaScript; LAMP; Node.js; PHP; SQL; SQL Server,Android; Swift,Yes,5.0,I'm a student,,,,,,,,Sublime; Android Studio; NetBeans,Once a day,20+ hours per week,Other (please specify),Mint,Yes,2 - 100,Multiple times a day,To keep my skills up to date,Some college coursework in Computer Science (or related field),I am actively looking for a new job,Tech stack,The interview process,70%,Show me the space in which I will work,Star Wars,,,,,,,,,,,,,,,,,,,,,,
51562,Facebook,Mexico,Central America,Central America,20-24,22.0,Female,Developer; Programmer,Front-end web developer,Front-end web developer,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,2.81,C#; Java; JavaScript; LAMP; PHP; Python; Ruby; SQL; SQL Server,Arduino / Raspberry Pi; Python; R; SQL,No,7.0,Employed full-time,Internet,20-99 employees,10-14 people,4,I rarely work remotely,I love my job,Facebook,Atom; Sublime; PhpStorm; PyCharm; Visual Studio,Multiple times a day,5-10 hours per week,Other (please specify),Mac OS X,I don't know,1,Multiple times a day,To pursue career goals,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Equity; Ability to make or influence important decisions; Health insurance; Tech stack; Work/life balance; Opportunity for advancement; Job title; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,60%,Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); interview_coffee; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree completely,Neutral,Agree completely,Agree completely,Agree somewhat,Disagree completely,Agree completely,Agree completely,Agree completely,Agree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,Inefficient development processes; Fragile code base; Unrealistic expectations; Poor documentation; Outdated technologies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements; Limited resources; Trying to be nice,To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
51565,Facebook,Mexico,Central America,Central America,30-34,32.0,Male,Full-stack Developer,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51633,Facebook,Mexico,Central America,Central America,30-34,32.0,Female,Sr. Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$40,000 - $50,000",45000.0,2.81,Java; Perl; Python; SQL,Android; AngularJS; iOS; JavaScript; Node.js; Python; R,Yes,10.0,Employed full-time,Software Products,"10,000+ employees",10-14 people,3,I rarely work remotely,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Vim; Eclipse,Multiple times a day,1-2 hours per week,Dogs,Fedora,Yes,I don't have an account,Once a week,To keep my skills up to date,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Opportunity for advancement; Job title; Company culture; Company reputation,Taking time off work to interview,80%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference),Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree completely,Disagree somewhat,Disagree completely,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,Poor team dynamics; Inefficient development processes; Changing requirements,To get help for my job
51659,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,2.81,AngularJS; CoffeeScript; Cordova; JavaScript; MongoDB; Redis; Ruby,Android; Arduino / Raspberry Pi; CoffeeScript; Go; iOS; JavaScript; MongoDB; Node.js; R; Redis; Ruby; Swift,Yes,7.0,Freelance / Contractor,Web Services,5-9 employees,1-4 people,1,Full-time remote,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Atom; Sublime; Vim; Android Studio; Visual Studio; Xcode,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,Yes,1,Multiple times a day,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Industry; Tech stack; Work/life balance; Opportunity for advancement; Company culture; Remote working option; Flexible work hours,Finding time to search for a job,60%,Introduce me to the team,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Neutral,Neutral,Neutral,Neutral,Agree somewhat,Neutral,Disagree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,Inefficient development processes; Poor documentation; Outdated technologies; Non-technical management; Poor infrastructure or equipment,To get help for my job
51732,Facebook,Mexico,Central America,Central America,30-34,32.0,Male,Developer; Programmer; Manager,Product manager,Product manager,11+ years,13.0,"$60,000 - $70,000",65000.0,2.81,"C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SharePoint; SQL Server; Windows Phone",C++; C#; F#; JavaScript; SharePoint,Other (please specify),10.0,Employed full-time,Software Products,10-19 employees,10-14 people,2,Part-time remote,I love my job,Self-employed - I created my own job,Notepad++; Visual Studio,Once a day,5-10 hours per week,Cats,Windows 10,Other (please specify),2 - 100,Once a day,To build a specific product I have in mind,I'm self-taught; On-the-job training; Industry certification program,I am not interested in new job opportunities,Salary; Ability to make or influence important decisions; Building something that's significant,The interview process,50%,Be more flexible about interview scheduling; Introduce me to the boss; Introduce me to the team,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Neutral,Disagree somewhat,Neutral,Agree somewhat,Disagree completely,Neutral,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Unrealistic expectations; Outdated technologies; Interacting with stupid people,
51825,Facebook,Mexico,Central America,Central America,40-49,44.5,Male,Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$160,000 - $170,000",165000.0,2.81,PHP; SQL; WordPress,Android; AngularJS; C#; Hadoop; iOS; Java; JavaScript; Node.js; Objective-C; Python; R; Ruby; SQL; SQL Server; Swift; Visual Basic,Yes,3.0,Employed full-time,Education,I am not sure,5-9 people,0,I rarely work remotely,I'm somewhat dissatisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; Sublime; NetBeans; Visual Studio,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1-2 hours per week,Dogs,Windows 8,I don't know,I'm not sure,Very rarely,To keep my skills up to date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51835,Facebook,Mexico,Central America,Central America,30-34,32.0,Male,Developer; Programmer; Sr. Developer; Ninja; Guru; Expert,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$30,000 - $40,000",35000.0,2.81,Android; Arduino / Raspberry Pi; AngularJS; C; C#; CoffeeScript; Java; JavaScript; MongoDB; Node.js; Perl; PHP; Python; SQL,AngularJS; Java; JavaScript; MongoDB; Node.js,Yes,9.0,Employed full-time,Software Products,20-99 employees,5-9 people,1,Part-time remote,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Atom; Eclipse; NetBeans; Visual Studio,Once a day,5-10 hours per week,Dogs,Fedora,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Company stage; Opportunity for advancement; Quality of colleagues; Remote working option,Searching for a job that seems interesting,70%,Offer remote interviews (e.g. via video conference); interview_coffee,Star Wars,,,,,,,,,,,,,,,,,,,,,,
51860,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$110,000 - $120,000",115000.0,2.81,"Android; Arduino / Raspberry Pi; AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; MongoDB; Node.js; Objective-C; Python; ReactJS; SQL; SQL Server; Swift; Windows Phone","Android; Arduino / Raspberry Pi; AngularJS; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; MongoDB; Node.js; Objective-C; Python; Salesforce; SQL; SQL Server",No,10.0,Employed full-time,Software Products,20-99 employees,5-9 people,2,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Android Studio; IntelliJ; Visual Studio Code,Once a day,5-10 hours per week,Dogs,Mac OS X,No,I'm not sure,Multiple times a day,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Equity; Company financials; Building something that's innovative,Searching for a job that seems interesting,Other (please specify),interview_coffee,Star Wars,Agree completely,Agree completely,Agree completely,Agree somewhat,Disagree completely,Neutral,,Agree completely,Disagree somewhat,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,Poor team dynamics; Fragile code base; Unrealistic expectations,To get help for my job; Because I can't do my job without it
